score,comment,reply
1.5,服务态度差就算了……真的很吵，每隔几分钟一架飞机飞过，声音大的一塌糊涂……房间有严重烟味……好崩溃的体验,尊敬的宾客：您好！非常抱歉给您这次入住带来的不满，关于您提出的问题酒店非常重视，会针对您提出的问题，对酒店员工的服务意识以及服务态度，进行培训整改并监督，如您在入住时有任何的问题，可直接联系我们的当班经理，我们会第一时间为您解决，不足之处敬请谅解；酒店距离虹桥机场3.5公里左右，白天飞机起降经过时会有声音影响，但同时也方便了大家去往机场的便捷，上海17年公共场所已禁烟，酒店房内设有禁烟提示牌，个别客人存在房内抽烟后续酒店也会加强关注此方面问题给您带来不便再次向您致歉，期待您的再次入住！祝工作顺利！ Rita酒店总经理
2.2,床上有灰尘,尊敬的宾客：非常感谢您入住虹桥枢纽和颐酒店，我们非常重视您这次的入住感受，给您造成不便，我们深表歉意，不足之处还请您见谅，并衷心期待您的再次下榻，亲自感受我们的进步，真诚邀请您再次光临。祝您生活愉快，工作顺心！谢谢 Rita酒店总经理
2.7,设施老旧，前台服务差劲，体验感差。,尊敬的宾客：您好！非常的感谢您入住我们酒店，同时也感谢您对我们酒店提出了宝贵意见及对我们服务的关心和督促，使我们不断发现工作中的问题，获得改正和不断进步，对于服务这方面，我们会加强对酒店员工的培训，提高酒店员工的对客服务沟通技能和服务态度，同时加大管理层的监督，不断完善我们的酒店管理体制。祝您工作顺利生活顺心！ Rita酒店总经理
2.5,房间有一股霉味的  然后床单感觉湿湿的 应该好久没人住过了吧  周围很吵 早上八点钟酒店外面敲锣打鼓,尊敬的宾客您好：很遗憾没能给您最温暖的感受，小颐深感自责，由于月末天气连续阴雨空气潮湿度大给您带来不变非常抱歉，噪音的问题为合租物业楼下商铺开业产生的吵闹声打扰到您休息了，经与对方沟通后也表示就是一会儿时间，同时对方也是积极配合我们的工作，对此给您带来不便之处表示真诚的歉意，今后工作我们会加强关注周边情况做好针对排房工作避免类似问题出现，祝您生活愉快事事顺心。期待您的下次光临！Rita酒店总经理
1.7,卫生给了四星，还可以。其余我给一星，如果有零星，我绝对打零。出差晚上十一点半到的虹桥，入驻已经十二点了。到酒店的时候，前台就一个服务员，一大堆人在前台挤住。我定的是这家比较贵的观景房了，按说有很好的条件，结果大失所望。大门关起来有一条一指宽的缝隙，直接可以看到走廊，推一下估计可以直接打开，入住了没法退，服务员也忙不过来，半夜只能拿桌子堵住大门。房间带个阳台，阳台是可以通到隔壁的，结果阳台门居然没法锁。空调开足了也到不了20度，取暖靠抖。酒店的洗衣房在三楼，其他楼层房卡是到不了三楼的。洗衣房两套设备只有一套可以用，大家慢慢排队吧。在携程消费这么多年，第一次入驻这种设施的所谓高级别房间，心里对这个品牌已经有阴影了，要不是出差事急，我绝对要现场讨个说法的。三楼的景观房绝对的让我失望到冰点。,尊敬的宾客：您好！非常感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们深感抱歉，对于您提出的相关问题我们非常的重视并进行了一一排查工作，因酒店开业时间较早，19年在做硬件维护时对所有的门缝隙隔音门吸条进行重新更换，因此出现您入住时的现象，未给您提前解释在此向您表示深深的歉意，景观房间的阳台面对的是大都会高尔夫球场，景色优美，且安装的是落地窗户故无法上锁，整个楼体是平的，临近的景观房与景观房之间宽度很长，正常情况下是爬过去的，三楼的洗衣房是19年下半年新增加的，因2楼和7楼的是合租物业办公区，为了我们宾客的安全，故设置了门禁系统，但是在今年我们已经将此项问题处理解决了，入住的顾客都可以达到3楼洗衣房，两套洗烘机也是正常使用的，再次感谢您给我们酒店提出的宝贵意见，期待您的下次入住和对我们工作的监督，让我们更上一层楼，祝您工作顺利，生活愉快！谢谢！(酒店总经理：Rita)
2.7,办入住，前台态度不是好，感觉像是几十块旅社的水准，完全不是颐和该有的。朝外隔音不好，疫情原因，路上车不多，但零星车辆依然造成了一些噪音困扰。床头没有电源插座，手机充电不方便。最要吐槽的是，淋浴系统似乎坏了，热水来的极慢，开水后5分钟才达到可以接受的温度，只是可以接受而已，不算舒适。打电话给前台也没人接！,尊敬的宾客：您好！非常感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们深感抱歉，对于您提出的相关问题我们非常的重视并做了相关的检讨工作，疫情期间很多员工滞留在家，当班值岗员工均由管理岗位上前线，在这么严重且无情的疫情下不论公司还是我们酒店方都非常高度重视我们顾客的安全，故在登记上我们做了一系列的严格要求，对每位宾客进行行程轨迹查询、测量体温（正常）、信息收集完成可办理入住；故给您带来困扰实在是很抱歉，酒店有多种房型可根据您的需求选择、其中景观房型都是靠河边的相对较安静，靠马路因也不是主干线，故车辆也不是很多的哈，酒店床头柜背面是有电源插座，对于不清楚酒店设施的可随时致电前台咨询哈，我们是24小时为我们的宾客提供服务的；淋浴设备和系统酒店用的都是品牌产品，因疫情期间入住客不高，房间体量也较大，故回水系统会有些延迟，但是近期酒店已经更换了热水系统，已经将此项问题处理解决了，再次感谢您给我们酒店提出的宝贵意见，期待您的下次入住和对我们工作的监督，让我们更上一层楼，祝您工作顺利，生活愉快！谢谢！(酒店总经理：Rita)
2.7,对面是酒吧，头顶是飞机，一夜到天亮不用睡,尊敬的宾客：您好！给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，为此我们前台给宾客准备了防噪耳塞，酒店对面即是巴黎春天，凯德广场，城市超市，是商务旅游的好选择，期待您的再次入住，祝万事如意，谢谢！ Rita酒店总经理
1.7,不建议去，有点偏，晚上飞机的声音吵死了，空调还不灵敏，第一晚热死了，凉拖也没有，服务不好，有点小不愉快，早餐也一般，可选不太多,尊敬的宾客:您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，对此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，因酒店的房间平均面积在50平方米左右，空调开启后会等一会时间才会达到感受度的效果，且酒店是中央空调，正值冬季只能开启制热状态，如您感觉热可以将空调制热度数往下调试一下哈，酒店早餐营业时间是7点--10点，是全自助早餐，品种在65种左右，对于您不合口味的或者有任何想要吃的您可以向我们提出，我们会为您私人定制一份早餐的，我们的宗旨就是为我们的宾客提供最适宜的服务，对于任何不足之处我们将竭力改进，酒店对面即是巴黎春天，凯德广场，城市超市，是商务旅游的好选择，期待您的再次入住，祝万事如意！ Rita酒店总经理
2.5,所有的都一般,"尊敬的客人：您好非常抱歉没能给您带来完美的入住体验，请相信，我们一直在努力,如果有失误，我们定当负责并努力让您满意.感谢亲的光临，期待下次入住感受我们的进步…………总经理Rita"
1.2,酒店太让人失望了，酒店周边环境也不好，嘈杂，交通拥挤。酒店大厅暗淡无光，房间里面一股烟味和泡面味，设施也是有旧又脏，窗户和窗帘特别特别脏，看着心情很差，电视机信号也差，房间4G信号也差。总之、体验感很差的一次住宿，从不写评价的我忍不住吐槽！,尊敬的宾客：您好！非常感谢您入住虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店位于虹桥枢纽的南区，酒店南面是大型的商场：七宝凯德和巴黎春天等，吃出行非常的方便，北面是大都会高尔夫球场，环境非常优美，景色宜人，酒店的装修风格是欧美冷色调，房间面积也在50平方米左右，特别受商务出行的顾客喜爱；酒店一楼是大堂区域，临近区域有很多的饭馆，如您打开落地窗户后会飘散进饭店的味道，建议您夜间不要打开落地窗哈，我们的电视机是18年年底新更换的，它具有直播和投屏的功能，新增了200兆光纤，网速测试还是蛮快的，我们楼顶上也增加了电信和移动以及联通的信号站，信号使用也正常哈，对于您在住期间如遇到相关问题可随时致电酒店前台，我们将为您竭力为您处理解决并24小时为我们的宾客提供服务，诸多事项给您带来不便之处，我们再次向您表示抱歉，同时也期待您的再次光临。祝您工作顺利，生活幸福美满，谢谢！  Rita酒店总经理
2.2,设施已经非常陈旧了,尊敬的宾客：您好！首先非常感谢您于百忙之中与我们分享您的入住期间的感受，对于您在入住时产生的些不愉快我们深感遗憾和歉意。我们已将您的反馈与相关管理部门进行反馈，并跟进，定会认真对待您所提及的不足，并衷心期待您的再次下榻，亲自感受我们的进步，真诚邀请您再次光临。祝您生活愉快，，工作顺心！谢谢！  Rita酒店总经理
2.2,他们那软件上订了几天还更贵，后面我都是提前两天在携程上订的，更优惠，不过总体来说房间是不错，就是楼下是饭店，阳台的窗门一打开就有油烟味，有时飞机的航线是从楼顶过的，有点吵,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，为此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，景观房型靠阳台处一侧是落实窗户，一开落地窗，面对的是大都会高尔夫球场，清风徐来，靠一侧的一层是饭店，为了避免饭菜香，故夜间建议您关闭落地窗哈，也可以跟前台反馈给您换一间离饭店远一点的房间，给您带来不便我们深表歉意。我们一直致力为客人提供更贴心，温馨的服务。酒店员工期待您的再次入住，祝您生活愉快！谢谢！(酒店总经理：Rita)
1.7,刚开始我是准备一次性预订七天的，他们前台人员说下载什么他们那里的首旅如家软件订，每天订都有优惠，更便宜，我也就只订了一天，刚开始订的一天是210，到了第二天我再续房，好嘛，300多了，找前台说这是你们让我一天一订，更优惠的，现在还更贵了怎么回事，他们居然说是官网价格，这个没办法,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，本酒店是如家集团旗下酒店，首旅如家软件APP是公司的订房软件，注册以后就可成为如家集团的E会员并且赠送优惠券，全国可通用，如家，莫泰，和颐以及建国饭店等多个品牌，如家会员是根据当天门市价来进行折扣，门市价格也是根据市场的因素制定的，故每天的预定到的价格有可能会不一样哈，您在预定订单中会有显示明细价格哈，携程价格也是根据当天门市价享受95折享受的，我们的如家APP中预定的价格根据您的会员等级情况而定的哈，最低等级也是E会员95折，对于您入住期间有任何疑问的请随时致电酒店前台，我们将会竭诚为您提供服务，不足之处敬请谅解，祝万事如意，谢谢！Rita酒店总经理
2.5,情况是这样的 今天是25号 我们一直都不知道 25号11点到酒店说没有我们的订单 原来是我们定成了24号！但是24日酒店并没有给我们任何提醒或确认房态 请问你们开关房态操作时都不和客人确认吗？最让我们生气的事是酒店前台工作人员的不作为 态度极差 全部推给携程 ？？ 工作素养在哪里？？？11点前台值班的工作人员！请予以重视！,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们向您表示深深的歉意，对于您提出的问题我们做了深刻的反省，因您是通过我们的合作方携程网预定的，携程为了保障顾客的隐私，发过来的订单中并无宾客的联系方式，您预定的也是现付订单，按照预定的条款中我们酒店会为您保留最晚的到店时间，造成您的不开心是我们工作管理不到位，我们需要加以改正，加强对服务员的服务意识与服务态度，定会认真对待您所提及的不足，并衷心期待您的再次下榻，亲自感受我们的进步，真诚邀请您再次光临。祝您节日愉快，工作顺心！谢谢 ！ Rita酒店总经理
1.5,先说服务，开发票开了20分钟。携程上填的信息不能用，全程就俩服务员，得排队。酒店内有***。洗漱台有头发。飞机噪音还能忍，外面凌晨4.00不知道是棒子还是日本人儿吵吵嚷嚷。我不想爆粗，但前台态度。。。。,尊敬的宾客：你好！非常的感谢您入住上海虹桥枢纽和颐酒店，未能给你带来满意的入住体验我们深表歉意！同时也非常感谢您对我们服务的关心和督促，使我们不断发现工作中的问题，获得改正和不断进步，对于携程预订开发票一事，由于您是通过第三方预约的，故税务系统上无您的开票信息，给您带来的不便，敬请谅解，前台服务和酒店卫生方面，酒店管理层非常重视并对此进行整改，对全体员工进行了培训，加以警示，此次入住给您带来不愉快的体验我们再次向您道歉！酒店全体员工期待您的再次入住!祝您生活愉快!(酒店总经理：Rita)
2.5,没停车场，前台服务态度不好,尊敬的宾客： 您好！看到您的评价心里好难受，没能让您满意好渐愧，如您下次入住期间有任何意见或需求，请一定要告诉我们，我们一定会尽全力予以解决。关于您反馈的前台服务员的态度，酒店会特别重视，之后一定加强员工的培训和督导，酒店非常重视每一位客人的入住感受，我们期待您的再次入住，祝您生活愉快！Rita酒店总经理
2.7,酒店宣传与实际不符！！！酒店携程宣传免费提供至少6种洗漱用品，结果一样都没有，与酒店前台交涉，告知上海规定不能提供，但是在任何情况下都没有人告知，包括前台入住时，晚上需要用时才知道没有，还要求客户自己去前台取，服务态度差！！！,尊敬的宾客：您好！根据上海市文旅局相关意见，自2019年7月1日起，上海市范围内所有酒店均不再主动提供牙刷，梳子，鞋擦等一次性用品；对于携程宣传免费提供至少6种洗漱用品是在文旅局规定之前一直是酒店应该为顾客提供的，因文旅局严格要求酒店不能主动提供，经常对酒店进行不同形式的检查及暗访，所以才会没有给您送至房间，对于服务这方面，酒店管理层非常重视并对此进行整改，此次入住给您带来不愉快的体验我们深表歉意！我们会加强对酒店员工的培训，提高酒店员工的对客服务沟通技能和服务态度，同时加大管理层的监督，不断完善我们的酒店管理体制，期待您的再次入住！祝您生活愉快！（酒店总经理：Rita）
2.5,前台有个男的，不知道是经理还是谁，在还充电宝，连续说了两次不是这里的不能在这里还，我说我知道了，是这里借，他还又说了一遍，态度也不是很好。这次住下来总体感觉这里酒店管理有很大问题，人员专业素质不够，已经拉黑。,尊敬的宾客，您好！欢迎您下榻上海虹桥枢纽和颐酒店，感谢您对酒店提出的宝贵意见，为了给我们尊敬的宾客提供便携的服务，酒店与街电充电宝公司展开合作，酒店VIP顾客可享受几个小时的免费充电权益，因您外借的充电宝型号与酒店街电充电宝型号不一致，所以无法为您提供归还功能，酒店员工看您多次操作未能成功才重复进行了提醒，为此给您带来不便之处我们深表歉意，我们会加强对酒店员工的培训工作，提高酒店员工的对客服务沟通技能和服务态度，同时加大管理层的监督，不断完善我们的酒店管理体制，期待您的再次入住！祝您工作顺利！ Rita酒店总经理
2.7,离机场近噪音大，不适合带孩子入住。退房时，明明把苹果手机的充电线放在屋里，半小时后给酒店打电话就告诉没有了。,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，对此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，给您带来不便敬请谅解，关于您提出充电器忘记在客房，因仅仅半个小时房间还未打扫，酒店第一时间让客房经理在房间的角角落落进行查找，但是确实没有找到，对于有客人有遗留物品在酒店，我们有相关保留的体系流程的，期待您的再次光临，祝万事如意，谢谢！ Rita酒店总经理
2.7,离虹桥机场很近，去机场会很方便，同时酒店在飞机的航道上，白天自6点以后非常吵，酒店装修偏旧，灯光相对昏暗，前台服务比较公式化，办理入住态度很一般，感觉像个人家小店，早餐还好。总体来说，不建议入住，不过倒是挺便宜。第二天就换一家酒店,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，为此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，给您带来不便敬请谅解，酒店装修风格色系较为暗沉，故显现的较为陈旧，我们会加强对酒店员工的培训工作，提高酒店员工的对客服务沟通技能和服务态度，同时加大管理层的监督，不断完善我们的酒店管理体制，期待您的再次光临，祝您生活愉快，工作顺利，谢谢！ Rita酒店总经理
2.7,比较老了，价格还行早餐一般飞机频繁过看景房不过如此，阳台鸡肋，下面厨房排出有油烟,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店色调较深，装修风格属于深色欧美式，故显现的较为陈旧风格，但是很受商务人士的喜爱；酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，为此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，景观房型靠阳台处一侧是落实窗户，一开落地窗，面对的是大都会高尔夫球场，清风徐来，靠一侧的一层是饭店，为了避免饭菜香，故夜间建议您关闭落地窗哈，也可以跟前台反馈给您换一间离饭店远一点的房间，给您带来不便我们深表歉意。我们一直致力为客人提供更贴心，温馨的服务。酒店员工期待您的再次入住，祝您生活愉快！谢谢！(酒店总经理：Rita)
2.7,离机场近 经常有飞机从头顶掠过很吵。在前台的时候居然听到入住客人反应客房有老鼠，不管真假，工作人员处理的态度很不专业。当天酒店前台居然把我的订单搞错了，让我入住的是之前取消的订单，害得我自己要跟携程打电话解释，不然有效订单的押金携程是不会退给我的。体验很一般，唯一就是房间大。,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验我们再次向您表示深深的歉意，酒店距离虹桥机场，火车站仅10分钟不到的车程，白天会有飞机经过的声音，对此我们前台给宾客准备了防噪耳塞，夜间基本没有飞机哈，给您带来不便敬请谅解，同时感谢您反馈了在店期间发现的我们的管理问题，我们会加强培训前台员工上岗的素养以及操作的业务能力，期待您的下次光临，并在下次入住时能看到我们的改进，在您的监督下我们会越做越好，祝您生活愉快，好运连连，谢谢！ Rita酒店总经理
2.2,房间不怎么样,尊敬的宾客：感谢您的入住和点评、感谢您选择虹桥枢纽和颐酒店、我们将会不断地努力、为客人提供优质的服务、期待您的再次光临。  Rita酒店总经理
1.2,网上问是否有接机，答复有，但到前台又说没有，靠近马路边，非常吵，隔音非常差，不推荐入住。,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒店，给您带来不愉快的入住体验在此向您表示抱歉，酒店是有接机服务的，但是分不同的时间段哈，且酒店距离虹桥机场，火车站仅10分钟车程，酒店分南北面房型，南面是朝马路的且朝阳，采光非常好哦，靠马路不是主干线，来往车辆不是很多的哈，如您睡眠较为敏感，酒店前台为您提供了防噪耳塞，给您带来不便敬请谅解哈，酒店对面即是巴黎春天，凯德广场，城市超市，是商务旅游的好选择，期待您的再次入住，祝万事如意，谢谢！ Shirly酒店总经理
2.2,不好，只是办公室在酒店里，来客户就直接订这里也是为了方便。自己住觉不会订这里,尊敬的宾客：您好！感谢您的入住和点评以及感谢您选择入住上海虹桥枢纽和颐酒店，在这个区域地段我们酒店性价比还是挺高的，房间面积在50平方米左右，酒店北面的景观房型面对的是大都会高尔夫球场，环境优美，景色宜人，您可以尝试入住体验一下哈，我们将会不断地努力，为客人提供优质的服务，期待您的再次光临，祝您工作顺利，生活幸福，谢谢！ Shirly酒店总经理
2.5,为方便谈事情，自己住不会选择这种酒店的,尊敬的宾客：您好！感谢您的入住和点评以及感谢您选择入住上海虹桥枢纽和颐酒店，我们将会不断地努力，为客人提供优质的服务，期待您的再次光临，祝您工作顺利，生活幸福，谢谢！ Shirly酒店总经理
2.7,我们订的没有早餐,尊敬的宾客：您好！感谢您入住上海虹桥枢纽和颐酒，酒店早餐营业时间为上午07:00-10:00，全自助早餐，且品种在65种左右，选择性较多，酒店金卡会员本人入住含免费单早一份，白金卡和钻石会员本人入住含免费双早，除此以外的只享受房价折扣，您下单可以选择含早的价格哈，给您造成不便向你表示抱歉，对于您入住期间有任何问题随时向我们的工作人员提出，我们将竭诚为您提供服务，期待您的再次光临，祝工作顺利，生活幸福，谢谢！  Rita酒店总经理
2.7,酒店保安差评,尊敬的宾客，您好：欢迎下榻上海虹桥枢纽和颐酒店，非常抱歉给您入住带来的不满，关于您提出的问题酒店非常重视，会针对您提出的问题，对酒店员工的服务意识以及服务态度，进行培训整改并监督，不足之处敬请谅解；期待您的再次入住！祝工作顺利！ Shirly酒店总经理
2.7,一般 普通,尊敬的宾客：您好！感谢您的入住和点评以及感谢您选择入住上海虹桥枢纽和颐酒店，我们将会不断地努力，为客人提供优质的服务，期待您的再次光临，祝您工作顺利，生活幸福，谢谢！ Shirly酒店总经理
1.2,酒店很搞怪，客房噪声象打雷，整夜睡不着，上半夜喝酒了不知道，下半夜就睡不了，经协商酒店给了耳塞，也不起作用,尊敬的宾客，您好！感谢您入住我们酒店，给您带来不愉快的入住体验深感歉意，对于您对我们酒店提出了宝贵意见我们非常的重视，为此我们通知了酒店相关部门负责人对房间进行一一的检查工作，酒店使用的是中央空调，因怕空调引起的内部噪音影响到我们的顾客休息故在去年年中的时候更换了新的中央空调设备，且因今年的疫情原因，在3月份对所有的房间空调进行了消毒*菌同时对设备进行检查，对有异响的房间及时做了维修工作，且在今年7月底通知维保商对空调全面进行了设备维护保养；因酒店临近虹桥机场，白天的时候会有飞机经过的一阵声音，夜间基本无航班起飞，但酒店也是为我们的顾客配置了防噪耳塞和立牌提示哈，给您带来不便再次向您表示抱歉，希望能得到您的体谅，我们依然需要加倍努力工作为我们的宾客提供更好的入住环境，我们全体员工期待您的再次光临，谢谢！Rita酒店总经理
2.7,前台服务很一般，本来办理入住的说给升级，对我来说无所谓，他的领班来了句，今天房间满了，不要随便给升级。这种话当着客人的面说，是这个价位的酒店该有的态度吗,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。我们已将您的评论转达给了相关部门，希望本次入住没有影响您对酒店的印象。衷心期待您在不久的将来能够再次入住！
2.7,龙之梦商圈里面的酒店，910的房费，带双人早餐。房号3005，设施比较老旧了，卫生间淋浴房有一股臭味，浴缸冲水龙头坏的，漏水。办理入住的时候会给牙刷，但是没有给梳子，也没有男士剃须刀。,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。酒店直通龙之梦购物公园，休闲娱乐十分便利。我们已将您的评论转达给了相关部门，衷心期待您在不久的将来能够再次入住！
2.5,酒店停车场和龙之梦商场共享，指示牌很不明显，门口的酒店工作人员引导的也很不清楚。台风天房间的窗户都不关好，卫生间也很不干净，纸巾盒洗手柜上都是灰尘。凌晨入住，已经很累了，还要等着工作人员来关窗户。送洗漱用品也很慢，催了好多次才送来，而且还少送了。实在是太累了，都已经没力气和酒店纠结了。好歹也是个万豪旗下的酒店，体验太差了。,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。未能带给您满意的入住体验我们深感抱歉，我们已将您的评论转达给了相关部门，希望本次入住没有影响您对酒店的印象。衷心期待您在不久的将来能够再次入住！
2.2,设施老旧，也就胜在地里位置不错，客房总里服务员服务很差，接电话说话阴阳怪气的，都没有快捷酒店服务好,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。酒店与地铁2，3，4号线中山公园站直连，从酒店出发，宾客可快速到达上海各大景点。感谢您的真知灼见，我们已将您的评论转达给了相关部门，衷心期待您在不久的将来能够再次入住！
2.2,前台服务人员素质差，没有服务意思，服务心态也很差，业务流程停留在八十年代的水平，房间设施不人性，整体服务设置都需要改善，差评,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。对于您评论中提到的这些问题，我们深深理解，我们已将您的评论转达给了相关部门，衷心期待您在不久的将来能够再次入住！
2.5,床垫不是很好，中间凹陷太严重，睡的不舒服（如图）,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。感谢您的真知灼见，我们已将您的评论转达给了相关部门。衷心期待您在不久的将来能够再次入住！
2.7,原本觉得五一出行能订到位置不错且价格公道的五星级酒店觉得是蛮划算蛮期待的 但事实却是让人失望不止亿点点 啊……这………首先来说酒店与地铁站和商场相连是蛮方便蛮好的地理位置 虽然外观整体略显陈旧 但总体来说还是中规中矩的1⃣️一来到酒店一楼的gs/concierge还算是蛮热情的指引至25楼办理c/i  还是不错的2⃣️顺利上楼后来到大堂 客人并不多也没有排长队的现象 但大堂的gr只是傻傻的杵在那里看到我上来后并没有指引也没有反应 别过头就走了 我看前台那边好像还在忙就不知所措的在大堂中心站了许久 额…无语子3⃣️最后只能自己看到好像没人以后差缝前去询问 前台只有三个员工 有两个员工在对课办理手续 还有一个我也不知道她在忙什么 前面没客人也不接受我的入住办理请求 只说要等一会儿 只能接着等了 后来终于轮到了 前台办理过程全程冷漠 提出了想要不靠近电梯的合理需求得到了极其不耐烦的敷衍回复 而且最后上楼才发现要求被忽略了根本就没听进去（前台作为门面 小姐姐却连个职业假笑也不愿意给 而且态度还……无语子）对了 还有就是上海早已实施酒店不主动提供六小件政策 但在前台办理手续时有的主动询问有的没有提及 这是…差别对待吗？4⃣️有点糟糕地回到房间 对于要求被忽视的种种anyway也是不想再讨论了 但我万万没想到等着我的还有更大无语事件。既然前台没有询问六小件那我就自己打电话去总机要呗 习惯性的除了要牙具还会一次性的把需要的amenity要完 毕竟知道housekeeping在节假日也是不容易的 打完电话以后就静心等待了 十分钟二十分钟过去了 我打电话催了一次 一接电话感知到不是先前的接线员并让他查看我的记录 没想到有需要再重复一遍我要的东西 简直是惊了……这算是工作失误了吧 说了再看看后我也只能再等 三十分钟时我在催促了一次 没想到我需要不断向不同的接线员重复我的需求 要一次客用品足足重复了三四次 感觉可以列为工作重大失误了5⃣️在等待客用品送达时例行会在使用房间前巡视一下卫生情况 床上用品大体是整齐的 但地毯除尘感觉欠缺了一点 墙壁上和沙发包括书写的圆桌也有明显打扫不干净的痕迹 再移步至洗漱间问题也是不止亿点 倒不是说吹毛求疵在鸡蛋里挑骨头 但着实是让人很难忽视啊 玻璃和镜面的设计相较于瓷砖而言真的让没擦拭干净的水渍无处遁形 确实是很膈应且看着很马虎很不干净6⃣️最后一点小小建议就是洗衣房的阿姨上门收洗衣实在是太勤快了 虽说不是一大早 却也是打扰到熬夜客人休息了最后我想总结一下就是 我并不清楚万丽作为一家五星级酒店的服务standard具体是什么 起码我清楚知道万豪集团酒店的standard不会如此糟糕 anyway有待改进的地方不止亿点点 希望五星级酒店不止如此吧,尊敬的宾客，感谢您选择上海龙之梦万丽酒店。我们已将您的评论转达给了相关部门。我们一定会加强对前线员工的培训指导，衷心期待您在不久的将来能够再次入住！
1.2,房间是偏旧了一些，不过碰上全满房，浴缸不能泡，淋浴的水也是温的半夜2点水才热，这个酒店的能力是太差了。维修过来说他也没办法就走掉了，实在是有点过。以后节假日还是不要选他们家了，服务也是不行,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。我们已将您的评论转达给了相关部门，希望本次入住没有影响您对酒店的印象。衷心期待您在不久的将来能够再次入住！
2.7,酒店的设备比较陈旧，里边没什么东西，除了两瓶水，什么都没有，相对来说性价比比较差，除了地段，还在中山公园，比较好以外其他的酒店设施跟评价不好,感谢您选择入住上海龙之梦万丽酒店！对于您的反馈我们非常重视，我们将您的反馈分享给了酒店的运营团队。期待在不久的将来您能再度光临。
2.7,元旦假日入住，最主要是因为拖家带口的，节日住酒店就是一个节目了。服务：约定的2点入住，实际拿到房间是16:20，而且不催不给房间停车：太难了！围着龙之梦绕了三圈，求助门口保安，人家语气不屑“住酒店也没办法，就是没地方停！”设施：都比较陈旧了，房间里空调打不上去。晚上冷醒，还不如家里暖和总之：不会再入住一次,感谢您入住上海龙之梦万丽酒店！在您的信息反馈中提到的这些问题和体验，这些一定对您造成了困扰，我已经把您的反馈及时转达给服务团队和酒店管理层，并确保在您下次入住时，提供舒适便捷的服务。
2.2,前台生硬符合上海人风格，客房服务打电话起码三次才有人接，早餐一般，性价比不高,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。感谢您的真知灼见。我们已将您的评论转达给了相关部门，希望本次入住没有影响您对酒店的印象。衷心期待您在不久的将来能够再次入住！
2.5,房间里又没有什么东西消费 非要押金 关键退房退押金先排队至少半小时 再办理手续办个二十分钟 整整一小时就耽误了 这服务水平绝了 大家时间不要钱一样 太耽误事,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。我们已经将您的评论转达给了相关部门。衷心期待您在不久的将来能够再次下榻！
2.7,酒店老了需要从新装修，环境一般总感觉不舒服，服务也不行，态度很差，停车场是个混合停车场，与酒店的房价不匹配！,尊敬的宾客，感谢您入住上海龙之梦万丽酒店。我们已将您的评论转达给了相关部门，希望此次入住没有影响您对酒店的印象。衷心期待您在不久的将来能够再次选择上海龙之梦万丽酒店！
